Location,Date,Stay_Home_Order,Status_of_Reopening,NonEss_Business_Closed,Gathering_Limit,Emergency_Declaration,Travel_Quarantine,Restaurants,School_Closed,Mask_Requirement
Vermont,2020-03-30,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Virginia,2020-03-30,Statewide,NA,Other,10,NA,-,No Indoor,Closed,NA
Washington,2020-03-30,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
West Virginia,2020-03-30,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Wisconsin,2020-03-30,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Wyoming,2020-03-30,-,NA,-,10,NA,-,No Indoor,Closed,NA
Alabama,2020-03-31,-,NA,Other,10,NA,-,No Indoor,Closed,NA
Alaska,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Arizona,2020-03-31,-,NA,-,-,NA,-,No Indoor,Closed,NA
Arkansas,2020-03-31,-,NA,-,10,NA,-,No Indoor,Closed,NA
California,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Colorado,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Connecticut,2020-03-31,-,NA,All Closed,Other,NA,-,No Indoor,Closed,NA
Delaware,2020-03-31,Statewide,NA,All Closed,50,NA,All Travelers,No Indoor,Closed,NA
District of Columbia,2020-03-31,-,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Florida,2020-03-31,-,NA,-,-,NA,Certain States,No Indoor,Closed,NA
Georgia,2020-03-31,High-Risk Groups,NA,-,Other,NA,-,Limited Indoor,Closed,NA
Hawaii,2020-03-31,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Idaho,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Illinois,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Indiana,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Iowa,2020-03-31,-,NA,Other,10,NA,-,No Indoor,NA,NA
Kansas,2020-03-31,Statewide,NA,All Closed,10,NA,Certain States,Limited Indoor,Closed,NA
Kentucky,2020-03-31,-,NA,Retail Closed,Other,NA,-,No Indoor,Closed,NA
Louisiana,2020-03-31,Statewide,NA,-,10,NA,-,No Indoor,Closed,NA
Maine,2020-03-31,-,NA,All Closed,10,NA,-,No Indoor,NA,NA
Maryland,2020-03-31,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Massachusetts,2020-03-31,-,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Michigan,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Minnesota,2020-03-31,Statewide,NA,-,-,NA,-,No Indoor,Closed,NA
Mississippi,2020-03-31,-,NA,-,10,NA,-,Limited Indoor,Closed,NA
Missouri,2020-03-31,-,NA,-,10,NA,-,No Indoor,Closed,NA
Montana,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Nebraska,2020-03-31,-,NA,-,Other,NA,-,NA,-,NA
Nevada,2020-03-31,-,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Hampshire,2020-03-31,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Jersey,2020-03-31,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
New Mexico,2020-03-31,-,NA,All Closed,All Prohbited,NA,Air Travelers,Limited Indoor,Closed,NA
New York,2020-03-31,High-Risk Groups,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
North Carolina,2020-03-31,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
North Dakota,2020-03-31,-,NA,-,-,NA,-,No Indoor,Closed,NA
Ohio,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Oklahoma,2020-03-31,High-Risk Groups,NA,Other,10,NA,-,NA,Closed,NA
Oregon,2020-03-31,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Pennsylvania,2020-03-31,NA,NA,All Closed,-,NA,-,No Indoor,Closed,NA
Rhode Island,2020-03-31,Statewide,NA,Retail Closed,Other,NA,All Travelers,No Indoor,Closed,NA
South Carolina,2020-03-31,-,NA,-,50,NA,-,No Indoor,Closed,NA
South Dakota,2020-03-31,-,NA,-,10,NA,-,-,Closed,NA
Tennessee,2020-03-31,-,NA,-,10,NA,-,No Indoor,Closed,NA
Texas,2020-03-31,-,NA,-,10,NA,Certain States,No Indoor,Closed,NA
Utah,2020-03-31,High-Risk Groups,NA,-,-,NA,All Travelers,No Indoor,Closed,NA
Vermont,2020-03-31,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Virginia,2020-03-31,Statewide,NA,Other,10,NA,-,No Indoor,Closed,NA
Washington,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
West Virginia,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Wisconsin,2020-03-31,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Wyoming,2020-03-31,-,NA,-,10,NA,-,No Indoor,Closed,NA
Alabama,2020-04-01,-,NA,Other,10,NA,-,No Indoor,Closed,NA
Alaska,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Arizona,2020-04-01,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Arkansas,2020-04-01,-,NA,-,10,NA,-,No Indoor,Closed,NA
California,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Colorado,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Connecticut,2020-04-01,-,NA,All Closed,Other,NA,-,No Indoor,Closed,NA
Delaware,2020-04-01,Statewide,NA,All Closed,50,NA,All Travelers,No Indoor,Closed,NA
District of Columbia,2020-04-01,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Florida,2020-04-01,Statewide,NA,All Closed,Other,NA,Certain States,No Indoor,Closed,NA
Georgia,2020-04-01,High-Risk Groups,NA,-,Other,NA,-,Limited Indoor,Closed,NA
Hawaii,2020-04-01,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Idaho,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Illinois,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Indiana,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Iowa,2020-04-01,-,NA,Other,10,NA,-,No Indoor,NA,NA
Kansas,2020-04-01,Statewide,NA,All Closed,10,NA,Certain States,Limited Indoor,Closed,NA
Kentucky,2020-04-01,-,NA,Retail Closed,Other,NA,Other,No Indoor,Closed,NA
Louisiana,2020-04-01,Statewide,NA,-,10,NA,-,No Indoor,Closed,NA
Maine,2020-04-01,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Maryland,2020-04-01,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Massachusetts,2020-04-01,-,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Michigan,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Minnesota,2020-04-01,Statewide,NA,-,-,NA,-,No Indoor,Closed,NA
Mississippi,2020-04-01,NA,NA,-,10,NA,-,Limited Indoor,Closed,NA
Missouri,2020-04-01,-,NA,-,10,NA,-,No Indoor,Closed,NA
Montana,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Nebraska,2020-04-01,-,NA,-,Other,NA,-,Limited Indoor,-,NA
Nevada,2020-04-01,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Hampshire,2020-04-01,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Jersey,2020-04-01,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
New Mexico,2020-04-01,-,NA,All Closed,All Prohbited,NA,Air Travelers,Limited Indoor,Closed,NA
New York,2020-04-01,High-Risk Groups,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
North Carolina,2020-04-01,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
North Dakota,2020-04-01,-,NA,-,-,NA,-,No Indoor,Closed,NA
Ohio,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Oklahoma,2020-04-01,High-Risk Groups,NA,Other,10,NA,Certain States,NA,Closed,NA
Oregon,2020-04-01,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Pennsylvania,2020-04-01,NA,NA,All Closed,-,NA,-,No Indoor,Closed,NA
Rhode Island,2020-04-01,Statewide,NA,Retail Closed,Other,NA,All Travelers,No Indoor,Closed,NA
South Carolina,2020-04-01,-,NA,All Closed,50,NA,-,No Indoor,Closed,NA
South Dakota,2020-04-01,-,NA,-,10,NA,-,-,Closed,NA
Tennessee,2020-04-01,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Texas,2020-04-01,NA,NA,-,10,NA,Certain States,No Indoor,Closed,NA
Utah,2020-04-01,High-Risk Groups,NA,-,-,NA,All Travelers,No Indoor,Closed,NA
Vermont,2020-04-01,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Virginia,2020-04-01,Statewide,NA,Other,10,NA,-,No Indoor,Closed,NA
Washington,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
West Virginia,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,Certain States,No Indoor,Closed,NA
Wisconsin,2020-04-01,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Wyoming,2020-04-01,-,NA,-,10,NA,-,No Indoor,Closed,NA
Alabama,2020-04-02,-,NA,Other,10,NA,-,No Indoor,Closed,NA
Alaska,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Arizona,2020-04-02,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Arkansas,2020-04-02,-,NA,-,10,NA,-,No Indoor,Closed,NA
California,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Colorado,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Connecticut,2020-04-02,-,NA,All Closed,Other,NA,-,No Indoor,Closed,NA
Delaware,2020-04-02,Statewide,NA,All Closed,50,NA,All Travelers,No Indoor,Closed,NA
District of Columbia,2020-04-02,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Florida,2020-04-02,Statewide,NA,All Closed,Other,NA,Certain States,No Indoor,Closed,NA
Georgia,2020-04-02,High-Risk Groups,NA,-,Other,NA,-,Limited Indoor,Closed,NA
Hawaii,2020-04-02,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Idaho,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Illinois,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Indiana,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Iowa,2020-04-02,-,NA,Other,10,NA,-,No Indoor,NA,NA
Kansas,2020-04-02,Statewide,NA,All Closed,10,NA,Certain States,Limited Indoor,Closed,NA
Kentucky,2020-04-02,-,NA,Retail Closed,Other,NA,Other,No Indoor,Closed,NA
Louisiana,2020-04-02,Statewide,NA,-,10,NA,-,No Indoor,Closed,NA
Maine,2020-04-02,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Maryland,2020-04-02,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Massachusetts,2020-04-02,-,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Michigan,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Minnesota,2020-04-02,Statewide,NA,-,-,NA,-,No Indoor,Closed,NA
Mississippi,2020-04-02,NA,NA,-,10,NA,-,Limited Indoor,Closed,NA
Missouri,2020-04-02,-,NA,-,10,NA,-,No Indoor,Closed,NA
Montana,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Nebraska,2020-04-02,-,NA,-,Other,NA,-,Limited Indoor,-,NA
Nevada,2020-04-02,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Hampshire,2020-04-02,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Jersey,2020-04-02,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
New Mexico,2020-04-02,-,NA,All Closed,All Prohbited,NA,Air Travelers,Limited Indoor,Closed,NA
New York,2020-04-02,High-Risk Groups,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
North Carolina,2020-04-02,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
North Dakota,2020-04-02,-,NA,-,-,NA,-,No Indoor,Closed,NA
Ohio,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Oklahoma,2020-04-02,High-Risk Groups,NA,Other,10,NA,Certain States,NA,Closed,NA
Oregon,2020-04-02,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Pennsylvania,2020-04-02,NA,NA,All Closed,-,NA,-,No Indoor,Closed,NA
Rhode Island,2020-04-02,Statewide,NA,Retail Closed,Other,NA,All Travelers,No Indoor,Closed,NA
South Carolina,2020-04-02,-,NA,All Closed,50,NA,-,No Indoor,Closed,NA
South Dakota,2020-04-02,-,NA,-,10,NA,-,-,Closed,NA
Tennessee,2020-04-02,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Texas,2020-04-02,NA,NA,-,10,NA,Certain States,No Indoor,Closed,NA
Utah,2020-04-02,High-Risk Groups,NA,-,-,NA,All Travelers,No Indoor,Closed,NA
Vermont,2020-04-02,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Virginia,2020-04-02,Statewide,NA,Other,10,NA,-,No Indoor,Closed,NA
Washington,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
West Virginia,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,Certain States,No Indoor,Closed,NA
Wisconsin,2020-04-02,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Wyoming,2020-04-02,-,NA,-,10,NA,-,No Indoor,Closed,NA
Alabama,2020-04-03,-,NA,Other,10,NA,-,No Indoor,Closed,NA
Alaska,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Arizona,2020-04-03,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Arkansas,2020-04-03,-,NA,-,10,NA,-,No Indoor,Closed,NA
California,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Colorado,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Connecticut,2020-04-03,Statewide,NA,All Closed,Other,NA,-,No Indoor,Closed,NA
Delaware,2020-04-03,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
District of Columbia,2020-04-03,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Florida,2020-04-03,Statewide,NA,All Closed,Other,NA,Certain States,No Indoor,Closed,NA
Georgia,2020-04-03,Statewide,NA,Other,10,NA,-,No Indoor,Closed,NA
Hawaii,2020-04-03,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Idaho,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Illinois,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Indiana,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Iowa,2020-04-03,-,NA,Other,10,NA,-,No Indoor,Closed,NA
Kansas,2020-04-03,Statewide,NA,All Closed,10,NA,Certain States,Limited Indoor,Closed,NA
Kentucky,2020-04-03,Statewide,NA,Retail Closed,All Prohbited,NA,Other,No Indoor,Closed,NA
Louisiana,2020-04-03,Statewide,NA,-,10,NA,-,No Indoor,Closed,NA
Maine,2020-04-03,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Maryland,2020-04-03,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Massachusetts,2020-04-03,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Michigan,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Minnesota,2020-04-03,Statewide,NA,-,-,NA,-,No Indoor,Closed,NA
Mississippi,2020-04-03,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Missouri,2020-04-03,-,NA,-,10,NA,-,No Indoor,Closed,NA
Montana,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Nebraska,2020-04-03,-,NA,-,Other,NA,-,Limited Indoor,Closed,NA
Nevada,2020-04-03,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Hampshire,2020-04-03,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Jersey,2020-04-03,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
New Mexico,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,Air Travelers,Limited Indoor,Closed,NA
New York,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
North Carolina,2020-04-03,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
North Dakota,2020-04-03,-,NA,Other,-,NA,-,No Indoor,Closed,NA
Ohio,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Oklahoma,2020-04-03,High-Risk Groups,NA,All Closed,10,NA,Certain States,NA,Closed,NA
Oregon,2020-04-03,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Pennsylvania,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Rhode Island,2020-04-03,Statewide,NA,Retail Closed,Other,NA,All Travelers,No Indoor,Closed,NA
South Carolina,2020-04-03,-,NA,All Closed,50,NA,-,No Indoor,Closed,NA
South Dakota,2020-04-03,-,NA,-,10,NA,-,-,Closed,NA
Tennessee,2020-04-03,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Texas,2020-04-03,NA,NA,-,10,NA,Certain States,No Indoor,Closed,NA
Utah,2020-04-03,High-Risk Groups,NA,-,-,NA,All Travelers,No Indoor,Closed,NA
Vermont,2020-04-03,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Virginia,2020-04-03,Statewide,NA,Other,10,NA,-,No Indoor,Closed,NA
Washington,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
West Virginia,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,Certain States,No Indoor,Closed,NA
Wisconsin,2020-04-03,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Wyoming,2020-04-03,-,NA,-,10,NA,-,No Indoor,Closed,NA
Alabama,2020-04-04,-,NA,Other,10,NA,-,No Indoor,Closed,NA
Alaska,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Arizona,2020-04-04,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Arkansas,2020-04-04,-,NA,-,10,NA,-,No Indoor,Closed,NA
California,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Colorado,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Connecticut,2020-04-04,Statewide,NA,All Closed,Other,NA,-,No Indoor,Closed,NA
Delaware,2020-04-04,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
District of Columbia,2020-04-04,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Florida,2020-04-04,Statewide,NA,All Closed,Other,NA,Certain States,No Indoor,Closed,NA
Georgia,2020-04-04,Statewide,NA,Other,10,NA,-,No Indoor,Closed,NA
Hawaii,2020-04-04,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Idaho,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Illinois,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Indiana,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Iowa,2020-04-04,-,NA,Other,10,NA,-,No Indoor,Closed,NA
Kansas,2020-04-04,Statewide,NA,All Closed,10,NA,Certain States,Limited Indoor,Closed,NA
Kentucky,2020-04-04,Statewide,NA,Retail Closed,All Prohbited,NA,Other,No Indoor,Closed,NA
Louisiana,2020-04-04,Statewide,NA,-,10,NA,-,No Indoor,Closed,NA
Maine,2020-04-04,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Maryland,2020-04-04,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Massachusetts,2020-04-04,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Michigan,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Minnesota,2020-04-04,Statewide,NA,-,-,NA,-,No Indoor,Closed,NA
Mississippi,2020-04-04,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Missouri,2020-04-04,-,NA,-,10,NA,-,No Indoor,Closed,NA
Montana,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Nebraska,2020-04-04,-,NA,-,Other,NA,-,Limited Indoor,Closed,NA
Nevada,2020-04-04,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Hampshire,2020-04-04,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Jersey,2020-04-04,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
New Mexico,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,Air Travelers,Limited Indoor,Closed,NA
New York,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
North Carolina,2020-04-04,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
North Dakota,2020-04-04,-,NA,Other,-,NA,-,No Indoor,Closed,NA
Ohio,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Oklahoma,2020-04-04,High-Risk Groups,NA,All Closed,10,NA,Certain States,NA,Closed,NA
Oregon,2020-04-04,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Pennsylvania,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Rhode Island,2020-04-04,Statewide,NA,Retail Closed,Other,NA,All Travelers,No Indoor,Closed,NA
South Carolina,2020-04-04,-,NA,All Closed,50,NA,-,No Indoor,Closed,NA
South Dakota,2020-04-04,-,NA,-,10,NA,-,-,Closed,NA
Tennessee,2020-04-04,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Texas,2020-04-04,NA,NA,-,10,NA,Certain States,No Indoor,Closed,NA
Utah,2020-04-04,High-Risk Groups,NA,-,-,NA,All Travelers,No Indoor,Closed,NA
Vermont,2020-04-04,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Virginia,2020-04-04,Statewide,NA,Other,10,NA,-,No Indoor,Closed,NA
Washington,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
West Virginia,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,Certain States,No Indoor,Closed,NA
Wisconsin,2020-04-04,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Wyoming,2020-04-04,-,NA,-,10,NA,-,No Indoor,Closed,NA
Alabama,2020-04-05,-,NA,Other,10,NA,-,No Indoor,Closed,NA
Alaska,2020-04-05,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Arizona,2020-04-05,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Arkansas,2020-04-05,-,NA,-,10,NA,-,No Indoor,Closed,NA
California,2020-04-05,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Colorado,2020-04-05,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Connecticut,2020-04-05,Statewide,NA,All Closed,Other,NA,-,No Indoor,Closed,NA
Delaware,2020-04-05,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
District of Columbia,2020-04-05,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Florida,2020-04-05,Statewide,NA,All Closed,Other,NA,Certain States,No Indoor,Closed,NA
Georgia,2020-04-05,Statewide,NA,Other,10,NA,-,No Indoor,Closed,NA
Hawaii,2020-04-05,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Idaho,2020-04-05,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Illinois,2020-04-05,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Indiana,2020-04-05,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Iowa,2020-04-05,-,NA,Other,10,NA,-,No Indoor,Closed,NA
Kansas,2020-04-05,Statewide,NA,All Closed,10,NA,Certain States,Limited Indoor,Closed,NA
Kentucky,2020-04-05,Statewide,NA,Retail Closed,All Prohbited,NA,Other,No Indoor,Closed,NA
Louisiana,2020-04-05,Statewide,NA,-,10,NA,-,No Indoor,Closed,NA
Maine,2020-04-05,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Maryland,2020-04-05,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Massachusetts,2020-04-05,Statewide,NA,All Closed,10,NA,All Travelers,No Indoor,Closed,NA
Michigan,2020-04-05,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
Minnesota,2020-04-05,Statewide,NA,-,-,NA,-,No Indoor,Closed,NA
Mississippi,2020-04-05,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
Missouri,2020-04-05,-,NA,-,10,NA,-,No Indoor,Closed,NA
Montana,2020-04-05,Statewide,NA,All Closed,All Prohbited,NA,All Travelers,No Indoor,Closed,NA
Nebraska,2020-04-05,-,NA,-,Other,NA,-,Limited Indoor,Closed,NA
Nevada,2020-04-05,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Hampshire,2020-04-05,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
New Jersey,2020-04-05,Statewide,NA,Retail Closed,All Prohbited,NA,-,No Indoor,Closed,NA
New Mexico,2020-04-05,Statewide,NA,All Closed,All Prohbited,NA,Air Travelers,Limited Indoor,Closed,NA
New York,2020-04-05,Statewide,NA,All Closed,All Prohbited,NA,-,No Indoor,Closed,NA
North Carolina,2020-04-05,Statewide,NA,All Closed,10,NA,-,No Indoor,Closed,NA
North Dakota,2020-04-05,-,NA,Other,-,NA,-,No Indoor,Closed,NA
